"","cntry","idno","psu","stratify","prob","agea","gndr","mnrgtjb","wmcpwrk"
"1361","FR",3771,193051,"2                             ",0.000134970673,62,1,3,3
"1362","FR",3783,193053,"2                             ",0.000134970673,33,2,5,2
"1363","FR",3784,193053,"2                             ",4.4990226e-05,50,1,4,2
"1364","FR",3785,193053,"2                             ",0.000134970673,47,1,4,2
"1365","FR",3786,193053,"2                             ",0.000134970673,50,2,4,4
"1366","FR",3787,193053,"2                             ",0.000134970673,48,1,3,3
"1367","FR",3788,193053,"2                             ",6.7485336e-05,34,1,3,2
"1368","FR",3792,193053,"2                             ",0.000134970673,76,2,2,2
"1369","FR",3793,193053,"2                             ",0.000134970673,46,1,2,2
"1370","FR",3796,194011,"2                             ",4.2706588e-05,20,2,NA,NA
"1371","FR",3798,194011,"2                             ",0.000128119759,38,1,5,3
"1372","FR",38,103207,"2                             ",0.0001352127,55,2,5,3
"1373","FR",3804,194011,"2                             ",3.202994e-05,72,1,5,2
"1374","FR",3808,194011,"2                             ",4.2706588e-05,33,2,1,1
"1375","FR",3810,194011,"2                             ",6.4059879e-05,33,1,5,2
"1376","FR",3812,194019,"2                             ",0.000134968068,29,1,5,5
"1377","FR",3813,194019,"2                             ",6.7484034e-05,44,1,3,2
"1378","FR",3814,194019,"2                             ",3.3742017e-05,28,2,4,2
"1379","FR",3818,194019,"2                             ",6.7484034e-05,34,2,5,2
"1380","FR",382,114118,"2                             ",5.8196682e-05,18,2,4,2
"1381","FR",3826,194019,"2                             ",0.000134968068,62,2,4,3
"1382","FR",3829,194019,"2                             ",6.7484034e-05,32,2,4,3
"1383","FR",3831,194022,"2                             ",2.6993614e-05,56,1,3,1
"1384","FR",3833,194022,"2                             ",0.000134968068,50,1,5,4
"1385","FR",3835,194022,"2                             ",6.7484034e-05,50,2,5,3
"1386","FR",3839,194022,"2                             ",6.7484034e-05,35,2,5,3
"1387","FR",384,114118,"2                             ",5.8196682e-05,69,1,5,3
"1388","FR",3840,194022,"2                             ",0.000134968068,60,2,5,5
"1389","FR",3844,194022,"2                             ",0.000134968068,81,2,2,2
"1390","FR",3845,194022,"2                             ",6.7484034e-05,38,2,5,5
"1391","FR",3847,194022,"2                             ",0.000134968068,68,1,2,2
"1392","FR",3848,194022,"2                             ",0.000134968068,37,1,4,3
"1393","FR",3849,194022,"2                             ",0.000134968068,29,1,2,2
"1394","FR",385,114118,"2                             ",5.8196682e-05,65,2,4,3
"1395","FR",3851,194033,"2                             ",0.000134968037,65,2,5,5
"1396","FR",3852,194033,"2                             ",0.000134968037,63,1,5,2
"1397","FR",3853,194033,"2                             ",0.000134968037,41,2,5,5
"1398","FR",3854,194033,"2                             ",6.7484018e-05,71,2,5,3
"1399","FR",3855,194033,"2                             ",0.000134968037,55,1,5,2
"1400","FR",3857,194033,"2                             ",6.7484018e-05,18,1,5,5
"1401","FR",3858,194033,"2                             ",6.7484018e-05,52,2,4,4
"1402","FR",3864,194033,"2                             ",6.7484018e-05,85,1,NA,2
"1403","FR",3867,194033,"2                             ",6.7484018e-05,69,1,5,3
"1404","FR",387,114431,"2                             ",6.759121e-05,23,2,5,2
"1405","FR",3874,194067,"2                             ",6.7483972e-05,30,1,5,3
"1406","FR",3875,194067,"2                             ",0.000134967944,74,2,3,2
"1407","FR",3889,195018,"2                             ",0.000134965391,46,2,4,3
"1408","FR",389,114431,"2                             ",2.7036484e-05,21,1,1,1
"1409","FR",3890,195018,"2                             ",6.7482695e-05,26,2,4,3
"1410","FR",3891,195018,"2                             ",0.000134965391,77,2,2,2
"1411","FR",3895,195018,"2                             ",6.7482695e-05,40,1,3,3
"1412","FR",3896,195018,"2                             ",6.7482695e-05,33,1,4,2
"1413","FR",39,103207,"2                             ",6.760635e-05,51,1,4,2
"1414","FR",3900,195018,"2                             ",6.7482695e-05,48,2,4,3
"1415","FR",3903,195018,"2                             ",0.000134965391,49,2,5,3
"1416","FR",3905,195018,"2                             ",6.7482695e-05,34,2,2,4
"1417","FR",3906,195018,"2                             ",4.4988465e-05,50,2,5,5
"1418","FR",3908,195051,"2                             ",6.7482649e-05,35,1,1,5
"1419","FR",391,114431,"2                             ",4.5060808e-05,50,2,5,5
"1420","FR",3910,195051,"2                             ",6.7482649e-05,32,1,5,4
"1421","FR",3911,195051,"2                             ",6.7482649e-05,19,2,3,2
"1422","FR",3912,195051,"2                             ",6.7482649e-05,71,1,5,2
"1423","FR",3913,195051,"2                             ",6.7482649e-05,45,2,5,3
"1424","FR",3914,195051,"2                             ",6.7482649e-05,30,1,5,1
"1425","FR",3915,195051,"2                             ",6.7482649e-05,33,2,3,5
"1426","FR",3916,195051,"2                             ",6.7482649e-05,17,1,3,2
"1427","FR",3917,195051,"2                             ",6.7482649e-05,24,2,5,4
"1428","FR",3918,195051,"2                             ",0.000134965297,39,1,4,4
"1429","FR",3919,195051,"2                             ",2.699306e-05,16,2,2,1
"1430","FR",392,114431,"2                             ",6.759121e-05,61,2,5,5
"1431","FR",3921,195051,"2                             ",4.4988434e-05,22,1,5,1
"1432","FR",3923,195051,"2                             ",1.9280758e-05,18,2,5,5
"1433","FR",3924,195051,"2                             ",4.4988434e-05,52,1,3,3
"1434","FR",3926,195176,"2                             ",6.7482483e-05,90,1,2,2
"1435","FR",3929,195176,"2                             ",4.4988323e-05,64,1,5,4
"1436","FR",3936,195176,"2                             ",2.6992993e-05,15,2,5,4
"1437","FR",3941,195176,"2                             ",4.4988323e-05,61,2,1,4
"1438","FR",3942,195176,"2                             ",6.7482483e-05,65,1,3,2
"1439","FR",3945,195250,"2                             ",6.4058297e-05,46,1,4,4
"1440","FR",395,114431,"2                             ",0.000135182419,34,2,1,1
"1441","FR",3954,195250,"2                             ",6.4058297e-05,54,1,4,2
"1442","FR",3959,195250,"2                             ",6.4058297e-05,48,2,4,4
"1443","FR",3960,195250,"2                             ",4.2705533e-05,41,1,4,3
"1444","FR",3967,195306,"2                             ",6.7482306e-05,64,2,2,1
"1445","FR",3969,195306,"2                             ",0.000134964613,64,1,5,5
"1446","FR",397,114431,"2                             ",0.000135182419,46,1,5,5
"1447","FR",398,114431,"2                             ",6.759121e-05,34,1,5,2
"1448","FR",3984,195607,"2                             ",4.4987936e-05,57,2,4,2
"1449","FR",399,114431,"2                             ",6.759121e-05,40,1,5,2
"1450","FR",3992,195607,"2                             ",6.7481902e-05,74,2,4,2
"1451","FR",3993,195607,"2                             ",6.7481902e-05,57,1,4,4
"1452","FR",40,103207,"2                             ",6.760635e-05,78,1,2,2
"1453","FR",400,114431,"2                             ",6.759121e-05,45,1,5,4
"1454","FR",401,114431,"2                             ",6.759121e-05,35,1,3,3
"1455","FR",402,114431,"2                             ",0.000135182419,69,2,3,3
"1456","FR",404,114431,"2                             ",6.759121e-05,24,1,3,2
"1457","FR",406,114460,"2                             ",0.000135182336,36,1,5,3
"1458","FR",41,103207,"2                             ",0.0001352127,56,1,1,2
"1459","FR",411,114460,"2                             ",0.000135182336,81,2,2,1
"1460","FR",414,114460,"2                             ",0.000135182336,68,2,2,2
"1461","FR",419,114460,"2                             ",6.7591168e-05,55,2,1,1
"1462","FR",42,103207,"2                             ",4.5070901e-05,38,1,4,4
"1463","FR",420,114460,"2                             ",6.7591168e-05,38,2,3,3
"1464","FR",423,114460,"2                             ",6.7591168e-05,38,1,5,2
"1465","FR",427,114514,"2                             ",0.000135182191,57,1,4,3
"1466","FR",431,114514,"2                             ",4.5060732e-05,64,1,4,2
"1467","FR",436,114514,"2                             ",6.7591095e-05,75,1,2,5
"1468","FR",44,103207,"2                             ",6.760635e-05,51,2,4,3
"1469","FR",441,114514,"2                             ",0.000135182191,61,2,3,2
"1470","FR",442,114514,"2                             ",4.5060732e-05,55,1,3,3
"1471","FR",445,116015,"2                             ",6.7589072e-05,34,1,5,2
"1472","FR",447,116015,"2                             ",0.000135178144,55,1,1,1
"1473","FR",449,116015,"2                             ",0.000135178144,57,2,5,4
"1474","FR",45,103207,"2                             ",6.760635e-05,56,2,1,1
"1475","FR",450,116015,"2                             ",4.5059383e-05,56,2,1,1
"1476","FR",452,116015,"2                             ",0.000135178144,32,2,5,2
"1477","FR",453,116015,"2                             ",4.5059383e-05,55,1,5,1
"1478","FR",454,116015,"2                             ",0.000135178144,35,1,5,2
"1479","FR",455,116015,"2                             ",6.7589072e-05,19,2,2,5
"1480","FR",456,116015,"2                             ",6.7589072e-05,27,2,5,5
"1481","FR",457,116015,"2                             ",0.000135178144,32,2,5,4
"1482","FR",46,103207,"2                             ",6.760635e-05,57,1,4,3
"1483","FR",464,116025,"2                             ",6.7589062e-05,74,2,3,3
"1484","FR",465,116025,"2                             ",6.7589062e-05,62,2,3,2
"1485","FR",466,116025,"2                             ",6.7589062e-05,46,2,5,1
"1486","FR",467,116025,"2                             ",6.7589062e-05,27,2,5,2
